file,status,applied,had_frontmatter,changes,error
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\07_conceptual_structures\nzinga_logic_distributed_power_ai_ethics.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/07_conceptual_structures/nzinga_logic_distributed_power_ai_ethics.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\07_conceptual_structures\overview_douglass_os.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/07_conceptual_structures/overview_douglass_os.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\07_conceptual_structures\parallel_infrastructure.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/07_conceptual_structures/parallel_infrastructure.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\07_conceptual_structures\politics_anticipatory_obedience.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> africana_studies/99_legacy_topic_staging/07_conceptual_structures/politics_anticipatory_obedience.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\07_conceptual_structures\reparations.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/07_conceptual_structures/reparations.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\07_conceptual_structures\sacred_tech_lens.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/07_conceptual_structures/sacred_tech_lens.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\1804_haitian_independence.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/1804_haitian_independence.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\born_in_blackness_routes.md,changed,no,no,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/born_in_blackness_routes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\diasporic_literature_index.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/diasporic_literature_index.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\echo_carrscroll_302b_carrscroll_20251229.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/echo_carrscroll_302b_carrscroll_20251229.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\emit_20260104154927d.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/emit_20260104154927d.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\honoring_ngugi_wa_thiongo.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/honoring_ngugi_wa_thiongo.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\how_maga_new_right_was_born.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/how_maga_new_right_was_born.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\information_integrity_and_media_literacy.md,changed,no,no,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/information_integrity_and_media_literacy.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\kemet_to_carthage_to_cordoba_ubw_lineage_map.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/kemet_to_carthage_to_cordoba_ubw_lineage_map.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\online_articles.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/online_articles.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\README.md,changed,no,no,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/README.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\refactor_script_manifest.md,changed,no,no,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/refactor_script_manifest.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_algorithmic_bias_in_predictive_policing_20260101121753.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_algorithmic_bias_in_predictive_policing_20260101121753.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_convict_leasing_datafication_and_the_algorithmic_afterlife_of_reconstruction_labor_control_20260101134740.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_convict_leasing_datafication_and_the_algorithmic_afterlife_of_reconstruction_labor_control_20260101134740.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_convict_leasing_datafication_and_the_algorithmic_afterlife_of_reconstruction_labor_control_20260101150531.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_convict_leasing_datafication_and_the_algorithmic_afterlife_of_reconstruction_labor_control_20260101150531.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_james_longstreet_20260102064550.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_james_longstreet_20260102064550.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_lies_20260101200133.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_lies_20260101200133.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_moore_s_law_20260103095422k.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_moore_s_law_20260103095422k.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_papers.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_papers.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\research_reconstruction_policing_and_the_birth_of_carceral_governance_20260101125606.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/research_reconstruction_policing_and_the_birth_of_carceral_governance_20260101125606.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\08_research_tools\task_dashboard.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/08_research_tools/task_dashboard.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\09_black_innovators\judy_reed.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/09_black_innovators/judy_reed.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\analysis\Africana Studies - Cultural Frameworks.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/analysis/Africana Studies - Cultural Frameworks.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\conflict_analysis\nat_turner_oct7_liberation_ethics.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/conflict_analysis/nat_turner_oct7_liberation_ethics.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\palestinian_liberation\free_palestine_movement.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/palestinian_liberation/free_palestine_movement.md; converted adinkra to list; converted synapses to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\palestinian_liberation\palestine_tech_resistance.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/palestinian_liberation/palestine_tech_resistance.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\surveillance\from_underground_to_underwatch.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/surveillance/from_underground_to_underwatch.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\99_legacy_topic_staging\theory\black_identity_web.md,changed,no,yes,fixed path -> africana_studies/99_legacy_topic_staging/theory/black_identity_web.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\_meta\orphan_notes_to_classify.md,changed,no,no,fixed path -> africana_studies/_meta/orphan_notes_to_classify.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\africana_studies\readme.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\_meta.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\ai_geopolitics\china\china_civil_fusion.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\ai_geopolitics\united_states\birthright_citizenship_under_algorithmic_governance.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\critical_infrastructure_domain_and_meta_enforcement.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> critical_infrastructure/critical_infrastructure_domain_and_meta_enforcement.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\critical_infrastructure_domain_charter.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> critical_infrastructure/critical_infrastructure_domain_charter.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\critical_infrastructure_readme.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\cultural_infrastructure\amiri_baraka_system_migration_of_black_cultural_power.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\cultural_infrastructure\maga_new_right_as_ideological_infrastructure.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\dataview_ai_defense_dashboard.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\ecological_infrastructure\air_quality\data_centers_public_health_burden.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\ecological_infrastructure\air_quality\the_clouds_thirst_quantifying_ais_water_footprint.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\critical_infrastructure\ecological_infrastructure\water\delta_ecocide_under_algorithmic_governance.md,changed,no,yes,fixed path -> critical_infrastructure/ecological_infrastructure/water/delta_ecocide_under_algorithmic_governance.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\media\concept_art\digitalscorpyun_avatar_v1.md,changed,no,yes,fixed path -> liberal_arts/media/concept_art/digitalscorpyun_avatar_v1.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\media\concept_art\digitalscorpyun_mask_v1.md,changed,no,yes,fixed path -> liberal_arts/media/concept_art/digitalscorpyun_mask_v1.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\media\concept_art\visual_mythos\the_twenty_circuits.md,changed,no,yes,fixed path -> liberal_arts/media/concept_art/visual_mythos/the_twenty_circuits.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\media\paramount_plus_watchlist.md,changed,no,yes,fixed path -> liberal_arts/media/paramount_plus_watchlist.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\media\visual_artifacts_gallery.md,changed,no,yes,fixed path -> liberal_arts/media/visual_artifacts_gallery.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\chess_dashboard.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/chess_dashboard.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\chess_error_taxonomy.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/chess_error_taxonomy.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\chess_index.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/chess_index.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251206_003_maia_1100_win_b00.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251206_003_maia_1100_win_b00.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251206_004_maia_1100_win_c44.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251206_004_maia_1100_win_c44.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251206_005_maia_1100_draw_c40.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251206_005_maia_1100_draw_c40.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251209_001_maia_1100_loss_b00.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251209_001_maia_1100_loss_b00.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251209_002_maia_1100_loss_b00.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251209_002_maia_1100_loss_b00.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251210_001_maia_1100_win_b50.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251210_001_maia_1100_win_b50.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\chess\games\20251212_001_maia_1100_loss_b30.md,changed,no,yes,fixed path -> liberal_arts/personal_development/chess/games/20251212_001_maia_1100_loss_b30.md,
